sale_id,sale_date,store,region,product,category,supplier,quantity,unit_price,unit_cost,revenue,gross_margin,member_id,is_member
5631,2025-03-18,Boise,Inland,Insulated Camp Bootie,Footwear,Andes Alpaca Co-op,1,59.00,22.00,59.00,37.00,1060,Y
5632,2025-03-18,Seattle Flagship,Puget Sound,Snowshoe Kit,Snow,Kitsap Forge,3,179.00,76.00,537.00,309.00,1060,Y
5633,2025-03-18,Seattle Flagship,Puget Sound,Quickdraw Set of 6,Climbing,Nordvik Outdoor,3,131.75,62.00,395.25,209.25,1015,Y
5634,2025-03-18,Boise,Inland,Quickdraw Set of 6,Climbing,Nordvik Outdoor,1,155.00,62.00,155.00,93.00,1030,Y
5635,2025-03-18,Spokane,Inland,Sun Hoody,Apparel,Cascade Textiles,1,62.00,24.00,62.00,38.00,1042,Y
5636,2025-03-19,Eugene,Willamette,Insulated Camp Bootie,Footwear,Andes Alpaca Co-op,1,59.00,22.00,59.00,37.00,1007,Y
5637,2025-03-19,Tacoma,Puget Sound,Trail Convertible Pant,Apparel,Cascade Textiles,2,89.00,36.00,178.00,106.00,1023,Y
5638,2025-03-19,Portland Pearl,Willamette,Trail Convertible Pant,Apparel,Cascade Textiles,3,75.65,36.00,226.95,118.95,1049,Y
5639,2025-03-19,Seattle Flagship,Puget Sound,Titanium Cook Set,Camping,Sanko Technical,1,115.00,47.00,115.00,68.00,,N
5640,2025-03-19,Portland Pearl,Willamette,Ski Skins,Snow,Nordvik Outdoor,1,199.00,84.00,199.00,115.00,1057,Y
5641,2025-03-19,Boise,Inland,Dry Bag 30L,Water,Fraser Valley Rubber,2,42.00,17.00,84.00,50.00,1007,Y
5642,2025-03-19,Portland Pearl,Willamette,Chalk Bag,Climbing,Kitsap Forge,1,26.00,9.00,26.00,17.00,1027,Y
5643,2025-03-19,Bellingham,North Cascades,Sun Hoody,Apparel,Cascade Textiles,1,62.00,24.00,62.00,38.00,,N
5644,2025-03-19,Seattle Flagship,Puget Sound,Sun Hoody,Apparel,Cascade Textiles,1,62.00,24.00,62.00,38.00,1037,Y
5645,2025-03-20,Bellingham,North Cascades,Nimbus 0F Sleeping Bag,Camping,Olympic Down Works,1,339.00,138.00,339.00,201.00,1031,Y
5646,2025-03-20,Bellevue,Puget Sound,Alpaca Base Layer,Apparel,Andes Alpaca Co-op,1,78.00,29.00,78.00,49.00,1018,Y
5647,2025-03-20,Eugene,Willamette,Belay Device,Climbing,Kitsap Forge,2,49.00,19.00,98.00,60.00,,N
5648,2025-03-20,Portland Pearl,Willamette,Ski Skins,Snow,Nordvik Outdoor,2,199.00,84.00,398.00,230.00,1007,Y
5649,2025-03-20,Portland Pearl,Willamette,Alpaca Base Layer,Apparel,Andes Alpaca Co-op,1,66.30,29.00,66.30,37.30,1002,Y
5650,2025-03-20,Tacoma,Puget Sound,Snowshoe Kit,Snow,Kitsap Forge,1,179.00,76.00,179.00,103.00,1041,Y
5651,2025-03-20,Spokane,Inland,Avalanche Beacon,Snow,Nordvik Outdoor,1,399.00,178.00,399.00,221.00,1043,Y
5652,2025-03-21,Eugene,Willamette,Nimbus 20F Sleeping Bag,Camping,Olympic Down Works,1,220.15,104.00,220.15,116.15,1019,Y
5653,2025-03-21,Spokane,Inland,Backcountry Boot,Footwear,Fraser Valley Rubber,1,219.00,88.00,219.00,131.00,1051,Y
5654,2025-03-21,Portland Pearl,Willamette,Chalk Bag,Climbing,Kitsap Forge,2,26.00,9.00,52.00,34.00,1008,Y
5655,2025-03-21,Tacoma,Puget Sound,Avalanche Beacon,Snow,Nordvik Outdoor,1,399.00,178.00,399.00,221.00,1049,Y
5656,2025-03-21,Spokane,Inland,Touring Ski Package,Snow,Nordvik Outdoor,1,949.00,412.00,949.00,537.00,1036,Y
5657,2025-03-22,Eugene,Willamette,Merino Hiking Socks,Apparel,Andes Alpaca Co-op,1,24.00,8.50,24.00,15.50,1036,Y
5658,2025-03-22,Seattle Flagship,Puget Sound,Alpine 45L Pack,Camping,Olympic Down Works,2,189.00,78.00,378.00,222.00,1012,Y
5659,2025-03-22,Tacoma,Puget Sound,Avalanche Beacon,Snow,Nordvik Outdoor,1,339.15,178.00,339.15,161.15,1010,Y
5660,2025-03-22,Eugene,Willamette,Basecamp 65L Pack,Camping,Olympic Down Works,1,229.00,96.00,229.00,133.00,1059,Y
5661,2025-03-22,Spokane,Inland,Stormbreak Rain Jacket,Apparel,Cascade Textiles,1,169.00,68.00,169.00,101.00,1017,Y
5662,2025-03-22,Bellevue,Puget Sound,Merino Hiking Socks,Apparel,Andes Alpaca Co-op,2,24.00,8.50,48.00,31.00,1013,Y
5663,2025-03-22,Bellevue,Puget Sound,PFD Vest,Water,Kitsap Forge,2,95.00,38.00,190.00,114.00,1009,Y
5664,2025-03-22,Spokane,Inland,Trail Convertible Pant,Apparel,Cascade Textiles,2,89.00,36.00,178.00,106.00,1004,Y
5665,2025-03-23,Seattle Flagship,Puget Sound,Touring Ski Package,Snow,Nordvik Outdoor,1,949.00,412.00,949.00,537.00,1054,Y
5666,2025-03-23,Bellevue,Puget Sound,Stormbreak Rain Jacket,Apparel,Cascade Textiles,1,169.00,68.00,169.00,101.00,1043,Y
5667,2025-03-23,Boise,Inland,Avalanche Beacon,Snow,Nordvik Outdoor,1,399.00,178.00,399.00,221.00,1047,Y
5668,2025-03-23,Seattle Flagship,Puget Sound,Paddle Carbon,Water,Sanko Technical,1,237.15,112.00,237.15,125.15,1060,Y
5669,2025-03-24,Boise,Inland,Stormbreak Rain Jacket,Apparel,Cascade Textiles,2,169.00,68.00,338.00,202.00,1026,Y
5670,2025-03-24,Spokane,Inland,PFD Vest,Water,Kitsap Forge,2,95.00,38.00,190.00,114.00,1028,Y
5671,2025-03-24,Bellevue,Puget Sound,Merino Hiking Socks,Apparel,Andes Alpaca Co-op,1,24.00,8.50,24.00,15.50,1026,Y
5672,2025-03-24,Boise,Inland,Ridgeline 2P Tent,Camping,Cascade Textiles,1,349.00,142.00,349.00,207.00,1036,Y
5673,2025-03-24,Bellevue,Puget Sound,Merino Hiking Socks,Apparel,Andes Alpaca Co-op,1,24.00,8.50,24.00,15.50,1030,Y
5674,2025-03-24,Bellingham,North Cascades,Titanium Cook Set,Camping,Sanko Technical,1,115.00,47.00,115.00,68.00,,N
5675,2025-03-24,Seattle Flagship,Puget Sound,Insulated Camp Bootie,Footwear,Andes Alpaca Co-op,1,59.00,22.00,59.00,37.00,1019,Y
5676,2025-03-25,Bellevue,Puget Sound,Nimbus 20F Sleeping Bag,Camping,Olympic Down Works,1,259.00,104.00,259.00,155.00,1015,Y
5677,2025-03-25,Portland Pearl,Willamette,Fleece Quarter-Zip,Apparel,Cascade Textiles,1,79.00,31.00,79.00,48.00,1004,Y
5678,2025-03-25,Bellevue,Puget Sound,Titanium Cook Set,Camping,Sanko Technical,1,115.00,47.00,115.00,68.00,1040,Y
5679,2025-03-25,Spokane,Inland,Avalanche Beacon,Snow,Nordvik Outdoor,1,399.00,178.00,399.00,221.00,1036,Y
5680,2025-03-25,Tacoma,Puget Sound,Down Sweater,Apparel,Olympic Down Works,2,185.00,74.00,370.00,222.00,1008,Y
5681,2025-03-25,Portland Pearl,Willamette,Ski Skins,Snow,Nordvik Outdoor,2,199.00,84.00,398.00,230.00,1046,Y
5682,2025-03-25,Bellingham,North Cascades,Stormbreak Rain Jacket,Apparel,Cascade Textiles,2,169.00,68.00,338.00,202.00,,N
5683,2025-03-25,Seattle Flagship,Puget Sound,Snowshoe Kit,Snow,Kitsap Forge,1,179.00,76.00,179.00,103.00,1013,Y
5684,2025-03-25,Portland Pearl,Willamette,Summit Shell Jacket,Apparel,Cascade Textiles,1,299.00,121.00,299.00,178.00,1036,Y
5685,2025-03-26,Spokane,Inland,Sun Hoody,Apparel,Cascade Textiles,1,62.00,24.00,62.00,38.00,1035,Y
5686,2025-03-26,Portland Pearl,Willamette,Alpaca Base Layer,Apparel,Andes Alpaca Co-op,1,78.00,29.00,78.00,49.00,1027,Y
5687,2025-03-26,Tacoma,Puget Sound,Dynamic Rope 60m,Climbing,Nordvik Outdoor,1,239.00,98.00,239.00,141.00,1042,Y
5688,2025-03-26,Seattle Flagship,Puget Sound,Stormbreak Rain Jacket,Apparel,Cascade Textiles,3,169.00,68.00,507.00,303.00,1042,Y
5689,2025-03-26,Bellevue,Puget Sound,Inflatable Kayak,Water,Fraser Valley Rubber,1,699.00,289.00,699.00,410.00,1018,Y
5690,2025-03-27,Boise,Inland,Quickdraw Set of 6,Climbing,Nordvik Outdoor,2,131.75,62.00,263.50,139.50,1014,Y
5691,2025-03-27,Tacoma,Puget Sound,Ski Skins,Snow,Nordvik Outdoor,1,199.00,84.00,199.00,115.00,1033,Y
5692,2025-03-27,Seattle Flagship,Puget Sound,Avalanche Beacon,Snow,Nordvik Outdoor,1,399.00,178.00,399.00,221.00,1020,Y
5693,2025-03-28,Seattle Flagship,Puget Sound,Headlamp 400,Camping,Sanko Technical,1,44.00,16.00,44.00,28.00,1032,Y
5694,2025-03-28,Bellevue,Puget Sound,Snowshoe Kit,Snow,Kitsap Forge,2,179.00,76.00,358.00,206.00,1007,Y
5695,2025-03-28,Seattle Flagship,Puget Sound,Inflatable Kayak,Water,Fraser Valley Rubber,1,699.00,289.00,699.00,410.00,1013,Y
5696,2025-03-28,Bellevue,Puget Sound,Nimbus 20F Sleeping Bag,Camping,Olympic Down Works,1,259.00,104.00,259.00,155.00,1044,Y
5697,2025-03-28,Spokane,Inland,Summit Shell Jacket,Apparel,Cascade Textiles,1,299.00,121.00,299.00,178.00,1038,Y
5698,2025-03-28,Tacoma,Puget Sound,Alpaca Base Layer,Apparel,Andes Alpaca Co-op,1,78.00,29.00,78.00,49.00,1027,Y
5699,2025-03-28,Portland Pearl,Willamette,Insulated Camp Bootie,Footwear,Andes Alpaca Co-op,1,50.15,22.00,50.15,28.15,1048,Y
5700,2025-03-28,Seattle Flagship,Puget Sound,Basecamp 65L Pack,Camping,Olympic Down Works,1,229.00,96.00,229.00,133.00,1013,Y
5701,2025-03-28,Spokane,Inland,Avalanche Beacon,Snow,Nordvik Outdoor,1,399.00,178.00,399.00,221.00,1035,Y
5702,2025-03-28,Portland Pearl,Willamette,PFD Vest,Water,Kitsap Forge,1,95.00,38.00,95.00,57.00,1035,Y
5703,2025-03-29,Seattle Flagship,Puget Sound,Sun Hoody,Apparel,Cascade Textiles,1,62.00,24.00,62.00,38.00,,N
5704,2025-03-29,Bellingham,North Cascades,Alpaca Base Layer,Apparel,Andes Alpaca Co-op,1,78.00,29.00,78.00,49.00,,N
5705,2025-03-29,Eugene,Willamette,Down Sweater,Apparel,Olympic Down Works,2,185.00,74.00,370.00,222.00,1019,Y
5706,2025-03-29,Bellingham,North Cascades,Snowshoe Kit,Snow,Kitsap Forge,2,179.00,76.00,358.00,206.00,1040,Y
5707,2025-03-29,Bellevue,Puget Sound,Cascade Camp Stove,Camping,Kitsap Forge,3,84.00,34.00,252.00,150.00,1048,Y
5708,2025-03-29,Seattle Flagship,Puget Sound,Insulated Camp Bootie,Footwear,Andes Alpaca Co-op,2,59.00,22.00,118.00,74.00,,N
5709,2025-03-29,Bellevue,Puget Sound,Ski Skins,Snow,Nordvik Outdoor,1,199.00,84.00,199.00,115.00,1009,Y
5710,2025-03-29,Boise,Inland,Belay Device,Climbing,Kitsap Forge,1,49.00,19.00,49.00,30.00,1056,Y
5711,2025-03-29,Portland Pearl,Willamette,Insulated Camp Bootie,Footwear,Andes Alpaca Co-op,1,59.00,22.00,59.00,37.00,1058,Y
5712,2025-03-29,Tacoma,Puget Sound,Trailhead Sleeping Pad,Camping,Sanko Technical,2,99.00,41.00,198.00,116.00,1059,Y
5713,2025-03-29,Spokane,Inland,Insulated Camp Bootie,Footwear,Andes Alpaca Co-op,2,59.00,22.00,118.00,74.00,,N
5714,2025-03-29,Bellingham,North Cascades,Alpine 45L Pack,Camping,Olympic Down Works,1,189.00,78.00,189.00,111.00,,N
5715,2025-03-29,Tacoma,Puget Sound,Quickdraw Set of 6,Climbing,Nordvik Outdoor,2,155.00,62.00,310.00,186.00,1008,Y
5716,2025-03-29,Spokane,Inland,Fleece Quarter-Zip,Apparel,Cascade Textiles,1,79.00,31.00,79.00,48.00,1030,Y
5717,2025-03-29,Bellevue,Puget Sound,Nimbus 0F Sleeping Bag,Camping,Olympic Down Works,1,339.00,138.00,339.00,201.00,1044,Y
5718,2025-03-29,Eugene,Willamette,Snowshoe Kit,Snow,Kitsap Forge,2,152.15,76.00,304.30,152.30,1019,Y
5719,2025-03-29,Spokane,Inland,Touring Ski Package,Snow,Nordvik Outdoor,1,806.65,412.00,806.65,394.65,1049,Y
5720,2025-03-30,Seattle Flagship,Puget Sound,Nimbus 0F Sleeping Bag,Camping,Olympic Down Works,1,339.00,138.00,339.00,201.00,,N
5721,2025-03-30,Tacoma,Puget Sound,Merino Hiking Socks,Apparel,Andes Alpaca Co-op,2,24.00,8.50,48.00,31.00,,N
5722,2025-03-30,Boise,Inland,Vertex Climbing Harness,Climbing,Kitsap Forge,1,105.00,43.00,105.00,62.00,1003,Y
5723,2025-03-30,Bellevue,Puget Sound,Alpaca Base Layer,Apparel,Andes Alpaca Co-op,1,78.00,29.00,78.00,49.00,1058,Y
5724,2025-03-30,Spokane,Inland,Down Sweater,Apparel,Olympic Down Works,3,185.00,74.00,555.00,333.00,1050,Y
5725,2025-03-30,Eugene,Willamette,Trail Runner GTX,Footwear,Fraser Valley Rubber,1,149.00,61.00,149.00,88.00,1015,Y
5726,2025-03-30,Bellingham,North Cascades,Basecamp 65L Pack,Camping,Olympic Down Works,1,229.00,96.00,229.00,133.00,,N
5727,2025-03-31,Portland Pearl,Willamette,Trailhead Sleeping Pad,Camping,Sanko Technical,3,99.00,41.00,297.00,174.00,1024,Y
5728,2025-03-31,Boise,Inland,Nimbus 20F Sleeping Bag,Camping,Olympic Down Works,1,259.00,104.00,259.00,155.00,1044,Y
5729,2025-03-31,Seattle Flagship,Puget Sound,Dynamic Rope 60m,Climbing,Nordvik Outdoor,1,239.00,98.00,239.00,141.00,1042,Y
5730,2025-03-31,Seattle Flagship,Puget Sound,Chalk Bag,Climbing,Kitsap Forge,1,26.00,9.00,26.00,17.00,,N
5731,2025-03-31,Spokane,Inland,Basecamp 65L Pack,Camping,Olympic Down Works,1,229.00,96.00,229.00,133.00,1018,Y
5732,2025-03-31,Portland Pearl,Willamette,Down Sweater,Apparel,Olympic Down Works,2,185.00,74.00,370.00,222.00,1026,Y
5733,2025-03-31,Bellingham,North Cascades,Touring Ski Package,Snow,Nordvik Outdoor,1,949.00,412.00,949.00,537.00,,N
5734,2025-03-31,Seattle Flagship,Puget Sound,Vertex Climbing Harness,Climbing,Kitsap Forge,2,105.00,43.00,210.00,124.00,1048,Y
5735,2025-03-31,Bellevue,Puget Sound,Chalk Bag,Climbing,Kitsap Forge,1,26.00,9.00,26.00,17.00,1013,Y
5736,2025-03-31,Bellingham,North Cascades,Headlamp 400,Camping,Sanko Technical,1,44.00,16.00,44.00,28.00,1047,Y
5737,2025-03-31,Seattle Flagship,Puget Sound,Vertex Climbing Harness,Climbing,Kitsap Forge,2,105.00,43.00,210.00,124.00,,N
5738,2025-04-01,Portland Pearl,Willamette,Summit Shell Jacket,Apparel,Cascade Textiles,1,299.00,121.00,299.00,178.00,1052,Y
5739,2025-04-01,Seattle Flagship,Puget Sound,Headlamp 400,Camping,Sanko Technical,2,44.00,16.00,88.00,56.00,1041,Y
5740,2025-04-01,Bellevue,Puget Sound,Approach Shoe,Footwear,Fraser Valley Rubber,2,129.00,52.00,258.00,154.00,1028,Y
5741,2025-04-01,Bellingham,North Cascades,Stormbreak Rain Jacket,Apparel,Cascade Textiles,1,169.00,68.00,169.00,101.00,1005,Y
5742,2025-04-02,Spokane,Inland,Alpine 45L Pack,Camping,Olympic Down Works,3,189.00,78.00,567.00,333.00,1029,Y
5743,2025-04-02,Seattle Flagship,Puget Sound,Stormbreak Rain Jacket,Apparel,Cascade Textiles,1,169.00,68.00,169.00,101.00,1001,Y
5744,2025-04-02,Bellingham,North Cascades,Alpaca Base Layer,Apparel,Andes Alpaca Co-op,1,78.00,29.00,78.00,49.00,1003,Y
5745,2025-04-02,Boise,Inland,Insulated Camp Bootie,Footwear,Andes Alpaca Co-op,3,59.00,22.00,177.00,111.00,1007,Y
5746,2025-04-02,Bellingham,North Cascades,Ridgeline 2P Tent,Camping,Cascade Textiles,1,349.00,142.00,349.00,207.00,,N
5747,2025-04-02,Seattle Flagship,Puget Sound,PFD Vest,Water,Kitsap Forge,2,80.75,38.00,161.50,85.50,1034,Y
5748,2025-04-02,Bellevue,Puget Sound,Ridgeline 3P Tent,Camping,Cascade Textiles,1,419.00,168.00,419.00,251.00,1001,Y
5749,2025-04-03,Seattle Flagship,Puget Sound,Dynamic Rope 60m,Climbing,Nordvik Outdoor,1,239.00,98.00,239.00,141.00,1059,Y
5750,2025-04-03,Tacoma,Puget Sound,Basecamp 65L Pack,Camping,Olympic Down Works,1,194.65,96.00,194.65,98.65,1035,Y
5751,2025-04-03,Portland Pearl,Willamette,Alpaca Base Layer,Apparel,Andes Alpaca Co-op,2,78.00,29.00,156.00,98.00,1041,Y
5752,2025-04-04,Eugene,Willamette,Alpaca Base Layer,Apparel,Andes Alpaca Co-op,3,78.00,29.00,234.00,147.00,1012,Y
5753,2025-04-04,Portland Pearl,Willamette,Titanium Cook Set,Camping,Sanko Technical,1,115.00,47.00,115.00,68.00,1051,Y
5754,2025-04-04,Bellevue,Puget Sound,Down Sweater,Apparel,Olympic Down Works,1,185.00,74.00,185.00,111.00,1054,Y
5755,2025-04-04,Portland Pearl,Willamette,Chalk Bag,Climbing,Kitsap Forge,2,26.00,9.00,52.00,34.00,1041,Y
5756,2025-04-04,Portland Pearl,Willamette,Chalk Bag,Climbing,Kitsap Forge,1,26.00,9.00,26.00,17.00,1049,Y
5757,2025-04-04,Bellingham,North Cascades,Dry Bag 30L,Water,Fraser Valley Rubber,2,42.00,17.00,84.00,50.00,1038,Y
5758,2025-04-05,Eugene,Willamette,Dynamic Rope 60m,Climbing,Nordvik Outdoor,1,239.00,98.00,239.00,141.00,1030,Y
5759,2025-04-05,Seattle Flagship,Puget Sound,Paddle Carbon,Water,Sanko Technical,1,279.00,112.00,279.00,167.00,1027,Y
5760,2025-04-05,Portland Pearl,Willamette,Ridgeline 3P Tent,Camping,Cascade Textiles,1,419.00,168.00,419.00,251.00,1003,Y
5761,2025-04-05,Portland Pearl,Willamette,PFD Vest,Water,Kitsap Forge,2,95.00,38.00,190.00,114.00,1028,Y
5762,2025-04-05,Seattle Flagship,Puget Sound,Headlamp 400,Camping,Sanko Technical,2,37.40,16.00,74.80,42.80,1039,Y
5763,2025-04-05,Bellevue,Puget Sound,Trail Convertible Pant,Apparel,Cascade Textiles,1,89.00,36.00,89.00,53.00,1024,Y
5764,2025-04-05,Seattle Flagship,Puget Sound,Cascade Camp Stove,Camping,Kitsap Forge,1,84.00,34.00,84.00,50.00,1042,Y
5765,2025-04-05,Tacoma,Puget Sound,Quickdraw Set of 6,Climbing,Nordvik Outdoor,2,155.00,62.00,310.00,186.00,1014,Y
5766,2025-04-05,Seattle Flagship,Puget Sound,Merino Hiking Socks,Apparel,Andes Alpaca Co-op,3,24.00,8.50,72.00,46.50,1044,Y
5767,2025-04-06,Portland Pearl,Willamette,Chalk Bag,Climbing,Kitsap Forge,1,26.00,9.00,26.00,17.00,1028,Y
5768,2025-04-06,Seattle Flagship,Puget Sound,Merino Hiking Socks,Apparel,Andes Alpaca Co-op,1,24.00,8.50,24.00,15.50,1024,Y
5769,2025-04-06,Bellingham,North Cascades,Alpaca Base Layer,Apparel,Andes Alpaca Co-op,1,78.00,29.00,78.00,49.00,,N
5770,2025-04-06,Eugene,Willamette,Merino Hiking Socks,Apparel,Andes Alpaca Co-op,1,24.00,8.50,24.00,15.50,,N
5771,2025-04-06,Bellevue,Puget Sound,Avalanche Beacon,Snow,Nordvik Outdoor,1,399.00,178.00,399.00,221.00,1047,Y
5772,2025-04-06,Bellevue,Puget Sound,Cascade Camp Stove,Camping,Kitsap Forge,1,84.00,34.00,84.00,50.00,1014,Y
5773,2025-04-06,Eugene,Willamette,Paddle Carbon,Water,Sanko Technical,1,279.00,112.00,279.00,167.00,1058,Y
5774,2025-04-07,Eugene,Willamette,Approach Shoe,Footwear,Fraser Valley Rubber,1,129.00,52.00,129.00,77.00,1019,Y
5775,2025-04-07,Portland Pearl,Willamette,Belay Device,Climbing,Kitsap Forge,1,49.00,19.00,49.00,30.00,1009,Y
5776,2025-04-07,Tacoma,Puget Sound,Dynamic Rope 60m,Climbing,Nordvik Outdoor,1,239.00,98.00,239.00,141.00,1031,Y
5777,2025-04-07,Portland Pearl,Willamette,Dynamic Rope 60m,Climbing,Nordvik Outdoor,1,239.00,98.00,239.00,141.00,1035,Y
5778,2025-04-07,Portland Pearl,Willamette,Touring Ski Package,Snow,Nordvik Outdoor,1,949.00,412.00,949.00,537.00,1033,Y
5779,2025-04-07,Portland Pearl,Willamette,Dry Bag 30L,Water,Fraser Valley Rubber,2,42.00,17.00,84.00,50.00,,N
5780,2025-04-07,Portland Pearl,Willamette,Cascade Camp Stove,Camping,Kitsap Forge,3,84.00,34.00,252.00,150.00,1014,Y
5781,2025-04-07,Eugene,Willamette,PFD Vest,Water,Kitsap Forge,1,80.75,38.00,80.75,42.75,1044,Y
5782,2025-04-07,Bellingham,North Cascades,Nimbus 0F Sleeping Bag,Camping,Olympic Down Works,1,339.00,138.00,339.00,201.00,1002,Y
5783,2025-04-08,Seattle Flagship,Puget Sound,Approach Shoe,Footwear,Fraser Valley Rubber,1,129.00,52.00,129.00,77.00,1052,Y
5784,2025-04-08,Portland Pearl,Willamette,Ridgeline 3P Tent,Camping,Cascade Textiles,1,419.00,168.00,419.00,251.00,1036,Y
5785,2025-04-08,Portland Pearl,Willamette,Paddle Carbon,Water,Sanko Technical,1,279.00,112.00,279.00,167.00,1049,Y
5786,2025-04-08,Seattle Flagship,Puget Sound,Cascade Camp Stove,Camping,Kitsap Forge,2,84.00,34.00,168.00,100.00,1024,Y
5787,2025-04-08,Portland Pearl,Willamette,Titanium Cook Set,Camping,Sanko Technical,2,115.00,47.00,230.00,136.00,1007,Y
5788,2025-04-08,Portland Pearl,Willamette,Inflatable Kayak,Water,Fraser Valley Rubber,1,699.00,289.00,699.00,410.00,1026,Y
5789,2025-04-09,Bellevue,Puget Sound,Trail Convertible Pant,Apparel,Cascade Textiles,1,75.65,36.00,75.65,39.65,1052,Y
5790,2025-04-09,Eugene,Willamette,Stormbreak Rain Jacket,Apparel,Cascade Textiles,1,169.00,68.00,169.00,101.00,1005,Y
5791,2025-04-09,Boise,Inland,Cascade Camp Stove,Camping,Kitsap Forge,3,84.00,34.00,252.00,150.00,1003,Y
5792,2025-04-09,Portland Pearl,Willamette,Stormbreak Rain Jacket,Apparel,Cascade Textiles,2,169.00,68.00,338.00,202.00,1058,Y
5793,2025-04-09,Bellingham,North Cascades,Down Sweater,Apparel,Olympic Down Works,1,185.00,74.00,185.00,111.00,,N
5794,2025-04-09,Eugene,Willamette,Summit Shell Jacket,Apparel,Cascade Textiles,1,299.00,121.00,299.00,178.00,1004,Y
5795,2025-04-09,Tacoma,Puget Sound,Basecamp 65L Pack,Camping,Olympic Down Works,1,229.00,96.00,229.00,133.00,1012,Y
5796,2025-04-09,Spokane,Inland,Chalk Bag,Climbing,Kitsap Forge,2,26.00,9.00,52.00,34.00,1009,Y
5797,2025-04-09,Tacoma,Puget Sound,Inflatable Kayak,Water,Fraser Valley Rubber,1,699.00,289.00,699.00,410.00,1029,Y
5798,2025-04-10,Seattle Flagship,Puget Sound,Cascade Camp Stove,Camping,Kitsap Forge,1,84.00,34.00,84.00,50.00,1051,Y
5799,2025-04-10,Bellingham,North Cascades,Dry Bag 30L,Water,Fraser Valley Rubber,3,42.00,17.00,126.00,75.00,1053,Y
5800,2025-04-10,Tacoma,Puget Sound,Trail Runner GTX,Footwear,Fraser Valley Rubber,2,149.00,61.00,298.00,176.00,1059,Y
5801,2025-04-10,Bellevue,Puget Sound,Merino Hiking Socks,Apparel,Andes Alpaca Co-op,3,24.00,8.50,72.00,46.50,1040,Y
5802,2025-04-10,Spokane,Inland,Quickdraw Set of 6,Climbing,Nordvik Outdoor,2,155.00,62.00,310.00,186.00,1007,Y
5803,2025-04-11,Tacoma,Puget Sound,Vertex Climbing Harness,Climbing,Kitsap Forge,3,105.00,43.00,315.00,186.00,,N
5804,2025-04-11,Spokane,Inland,Backcountry Boot,Footwear,Fraser Valley Rubber,1,219.00,88.00,219.00,131.00,,N
5805,2025-04-11,Tacoma,Puget Sound,Ski Skins,Snow,Nordvik Outdoor,1,199.00,84.00,199.00,115.00,1025,Y
5806,2025-04-12,Portland Pearl,Willamette,Vertex Climbing Harness,Climbing,Kitsap Forge,2,105.00,43.00,210.00,124.00,1022,Y
5807,2025-04-12,Bellingham,North Cascades,Belay Device,Climbing,Kitsap Forge,1,49.00,19.00,49.00,30.00,,N
5808,2025-04-12,Portland Pearl,Willamette,Trail Runner GTX,Footwear,Fraser Valley Rubber,1,149.00,61.00,149.00,88.00,1014,Y
5809,2025-04-12,Bellevue,Puget Sound,Ski Skins,Snow,Nordvik Outdoor,2,199.00,84.00,398.00,230.00,1029,Y
5810,2025-04-12,Tacoma,Puget Sound,Nimbus 0F Sleeping Bag,Camping,Olympic Down Works,1,339.00,138.00,339.00,201.00,1039,Y
5811,2025-04-12,Seattle Flagship,Puget Sound,Ridgeline 2P Tent,Camping,Cascade Textiles,1,349.00,142.00,349.00,207.00,1048,Y
5812,2025-04-12,Eugene,Willamette,Alpine 45L Pack,Camping,Olympic Down Works,1,189.00,78.00,189.00,111.00,,N
5813,2025-04-12,Eugene,Willamette,Ridgeline 3P Tent,Camping,Cascade Textiles,1,419.00,168.00,419.00,251.00,,N
5814,2025-04-12,Spokane,Inland,Trail Runner GTX,Footwear,Fraser Valley Rubber,1,149.00,61.00,149.00,88.00,1020,Y
5815,2025-04-12,Bellevue,Puget Sound,Paddle Carbon,Water,Sanko Technical,1,279.00,112.00,279.00,167.00,1024,Y
5816,2025-04-12,Seattle Flagship,Puget Sound,Chalk Bag,Climbing,Kitsap Forge,1,26.00,9.00,26.00,17.00,1040,Y
5817,2025-04-12,Seattle Flagship,Puget Sound,Nimbus 20F Sleeping Bag,Camping,Olympic Down Works,1,259.00,104.00,259.00,155.00,1042,Y
5818,2025-04-13,Portland Pearl,Willamette,Dry Bag 30L,Water,Fraser Valley Rubber,1,42.00,17.00,42.00,25.00,1032,Y
5819,2025-04-13,Portland Pearl,Willamette,Vertex Climbing Harness,Climbing,Kitsap Forge,2,105.00,43.00,210.00,124.00,1040,Y
5820,2025-04-13,Portland Pearl,Willamette,Chalk Bag,Climbing,Kitsap Forge,1,26.00,9.00,26.00,17.00,1057,Y
5821,2025-04-14,Tacoma,Puget Sound,Alpine 45L Pack,Camping,Olympic Down Works,1,189.00,78.00,189.00,111.00,1036,Y
5822,2025-04-14,Portland Pearl,Willamette,Dynamic Rope 60m,Climbing,Nordvik Outdoor,1,239.00,98.00,239.00,141.00,1054,Y
5823,2025-04-14,Spokane,Inland,Backcountry Boot,Footwear,Fraser Valley Rubber,1,219.00,88.00,219.00,131.00,1007,Y
5824,2025-04-14,Eugene,Willamette,Down Sweater,Apparel,Olympic Down Works,1,185.00,74.00,185.00,111.00,1021,Y
5825,2025-04-14,Portland Pearl,Willamette,Ski Skins,Snow,Nordvik Outdoor,3,199.00,84.00,597.00,345.00,1034,Y
5826,2025-04-14,Portland Pearl,Willamette,Nimbus 20F Sleeping Bag,Camping,Olympic Down Works,1,259.00,104.00,259.00,155.00,1015,Y
